artist_name,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key_mode,genre1,genre2,genre3
Green Day,7oPftvlwr6VrsViSDV7fJY,0.43521875,0.8959419642857144,-4.404705357142857,0.0719696428571428,0.0290523259821428,0.024206676875,0.2101004464285714,0.6584299107142858,140.04163392857143,189080.94642857145,D major,rock,,
Dusty Springfield,5zaXYwewAXedKNCff45U5l,0.4853405797101449,0.4983333333333334,-10.186623188405797,0.0430304347826087,0.5187697826086956,0.0152472944202898,0.2226963768115941,0.5655210144927536,116.1996739130435,195254.2391304348,D major,jazz,,
Hozier,2FXC3k01G6Gw61bmprjgqS,0.4480208333333333,0.5164375,-7.487791666666666,0.0463270833333333,0.3843343958333333,0.0487191779166666,0.1360291666666666,0.3395229166666667,116.83606249999998,241630.72916666663,G major,rock,,
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,0.6523846153846153,0.4936269230769231,-12.291384615384615,0.3029307692307692,0.2708384615384615,0.0004171399999999,0.25895,0.6108461538461538,102.29530769230767,281465.6923076923,C# major,soul,,
Incubus,3YcBF2ttyueytpXtEzn1Za,0.5084141414141414,0.7865757575757577,-6.192252525252526,0.057950505050505,0.08039821010101,0.0761957989898989,0.1810515151515151,0.4321404040404041,134.34174747474745,245848.59595959596,A major,funk,,
Farruko,329e4yvIujISKGKz1BZZbO,0.6959629629629629,0.7456962962962963,-5.0904740740740735,0.1002822222222222,0.2143546666666666,0.0005877182962962,0.2171911111111111,0.5978,123.40826666666663,223879.2962962963,B minor,latin,,
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,0.5307488584474886,0.7874109589041095,-5.798831050228311,0.0673063926940639,0.0685414155251141,0.0567808587214611,0.1706557077625571,0.5009534246575342,120.36390410958904,259293.3698630137,C major,funk,rock,
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,0.6366025641025642,0.5550974358974359,-7.8410897435897455,0.0675833333333333,0.2865464102564103,0.0218805683333333,0.1916448717948717,0.4739205128205128,117.95052564102566,180635.4358974359,F# minor,pop,,
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,0.58544,0.65728,-7.711320000000001,0.09074,0.082635032,0.3906169716,0.215492,0.201592,124.43600000000002,269980.92,D major,edm,,
Dean Martin,49e4v89VmlDcFCMyDv9wQ9,0.495436974789916,0.4286386554621849,-10.407168067226891,0.039444537815126,0.6890605042016806,0.0036681406722689,0.2006714285714285,0.5327563025210084,117.14718487394958,162275.12605042016,D# major,jazz,,
Maroon 5,04gDigrS5kc9YWfZHwBETP,0.6601734693877551,0.7005,-5.4876734693877545,0.0515551020408163,0.1335249693877551,0.0006148139795918,0.1587826530612245,0.5434908163265305,120.01014285714288,213872.7857142857,E minor,pop,,
Major Lazer,738wLrAtLtCtFOLvQBXOXp,0.7097407407407408,0.778216049382716,-5.606037037037037,0.1186895061728394,0.0665001172839506,0.1786651621604938,0.2337950617283951,0.5229111111111111,126.76183950617283,199147.8950617284,G major,edm,,
Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,0.6605180722891566,0.6387469879518073,-5.2781686746987955,0.0997698795180723,0.1509394216867469,0.011254876506024,0.2159409638554217,0.3108325301204819,126.2548313253012,227478.3253012048,C# major,hip hop,rap,
SZA,7tYKF4w9nC0nq9CsPZTHyP,0.6250588235294119,0.5409264705882354,-8.036573529411765,0.1463470588235293,0.3684436764705883,0.0233795927941176,0.1730897058823529,0.4071147058823529,114.77388235294116,200462.6911764706,C# major,pop,rap,
Missy Elliott,2wIVse2owClT7go1WT98tk,0.7731807228915664,0.5936626506024096,-8.558734939759036,0.2708939759036144,0.2442927710843373,0.0299640254216867,0.1995120481927711,0.6450722891566265,115.13956626506022,226630.61445783137,C# major,soul,,
The Temptations,3RwQ26hR2tJtA8F9p2n7jG,0.6034574468085107,0.5645007978723404,-10.643353723404257,0.0591452127659574,0.3575710904255319,0.0115867967819148,0.1871079787234042,0.6535140957446808,115.0049095744681,250951.65425531915,C major,soul,,
Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,0.5778405797101448,0.5888985507246376,-7.525420289855073,0.1845739130434782,0.3281173913043478,9.933333333333337e-07,0.2027173913043478,0.5773478260869566,125.430115942029,172348.1739130435,A# major,country,,
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,0.4905625,0.7226125,-6.5790750000000005,0.0571275,0.14565160375,0.05004797875,0.179565,0.5454625,125.283425,208626.25,B minor,rock,,
Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,0.7864252873563218,0.5882298850574713,-6.475057471264367,0.2829942528735632,0.1087465103448276,1.9200919540229885e-05,0.1501655172413792,0.4597390804597701,122.79229885057478,171455.71264367815,C# major,hip hop,,
AFROJACK,4D75GcNG95ebPtNvoNVXhz,0.6472000000000001,0.8301090909090909,-5.405381818181817,0.0762690909090909,0.0877765272727272,0.23166032,0.1915563636363636,0.3556072727272727,129.0770909090909,250799.54545454544,C major,edm,,
Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,0.6448307692307692,0.6333092307692308,-6.8632307692307695,0.060256923076923,0.1771427384615384,0.0125138272307692,0.1642784615384615,0.4859569230769231,122.32758461538462,235917.8,G major,rock,,
Mainstreet,25XJqeReVV38w0tR04GGBd,0.589,0.6611666666666667,-5.847333333333332,0.154725,0.1342966666666666,5.865833333333334e-06,0.1209333333333333,0.3617499999999999,124.53475,195108.91666666663,F# minor,funk,,
Treaty Oak Revival,3444S3C4U9Ts86BnCtSPRV,0.4579047619047618,0.8352,-4.782761904761905,0.1405047619047618,0.0526857142857142,0.000263828095238,0.2091857142857142,0.4492380952380952,136.20185714285714,212003.61904761905,A major,country,,
Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,0.5864130434782608,0.3902633540372671,-12.527416149068324,0.104987784679089,0.7186461397515527,0.0260534923084886,0.1946223602484472,0.5886511387163561,111.84552691511388,157968.0807453416,A major,country,,
Lainey Wilson,6tPHARSq45lQ8BSALCfkFC,0.5695675675675677,0.6945135135135135,-5.622675675675676,0.0403081081081081,0.178682108108108,0.0050002975675675,0.1760864864864865,0.5713756756756756,133.79578378378378,206340.5945945946,D major,country,,
Shakira,0EmeFodog0BfCgMzAIvKQp,0.7057543859649121,0.6773429824561402,-6.272052631578947,0.061409649122807,0.2668717543859649,0.0044794030701754,0.1568473684210526,0.602859649122807,127.28134210526316,211600.0701754386,C major,latin,pop,
Chuck Berry,293zczrfYafIItmnmM3coR,0.6105363636363637,0.6149681818181818,-10.4201,0.0662318181818181,0.5783880454545455,0.1669428394999999,0.2475390909090909,0.7730772727272727,125.57416363636364,188982.07727272727,C major,rock,,
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,0.7252542372881354,0.7872966101694916,-4.5676610169491525,0.1091533898305084,0.1136010508474576,0.000540538898305,0.1956110169491526,0.6310762711864408,123.7169661016949,206638.5254237288,B minor,latin,,
Darell,1TtXnWcUs0FCkaZDPGYHdf,0.7813333333333332,0.6970888888888888,-5.306222222222222,0.1822333333333333,0.3488884444444444,0.0042477968888888,0.15562,0.5841111111111111,123.04295555555557,217770.13333333333,F minor,latin,,
$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,0.7442065217391306,0.6283600163043479,-6.840695652173913,0.1453092391304347,0.1489378793478261,0.0397037998913043,0.2245766304347826,0.3256701086956521,123.31001630434784,149671.1847826087,C# major,hip hop,rap,
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,0.4213781512605042,0.4109571428571428,-9.927319327731093,0.0480949579831932,0.6384565546218488,0.0327951315966386,0.1597680672268907,0.2125554621848739,116.04594957983194,270280.243697479,C major,pop,,
De La Soul,1Z8ODXyhEBi3WynYw0Rya6,0.7399068322981367,0.6650434782608696,-7.838136645962733,0.2903360248447205,0.2206731055900621,0.0099522339130434,0.3075900621118013,0.6794161490683229,100.68601242236024,210394.9627329193,C# major,jazz,,
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,0.5129301470588236,0.4582231617647059,-10.058797794117648,0.0568367647058823,0.5666112132352942,0.0032536419852941,0.2046297794117647,0.5254764705882353,120.75307720588236,216225.0588235294,C major,jazz,soul,
Louis Armstrong,19eLuQmk9aCobbVDHc6eek,0.5580627177700348,0.3104961672473867,-12.73425087108014,0.1080660278745644,0.805517212543554,0.1163572840940766,0.2900677700348432,0.5622749128919862,112.40259581881531,208678.606271777,G# major,jazz,soul,
Topic,0u6GtibW46tFX7koQ6uNJZ,0.6127857142857144,0.6460714285714284,-6.2447857142857135,0.0489999999999999,0.0999471428571428,0.1730019821428571,0.1925642857142857,0.2662714285714286,119.62821428571428,224783.14285714287,C minor,edm,,
Ozuna,1i8SpTcr7yvPOmcqrbnVXY,0.7567704918032786,0.6823934426229508,-5.2120655737704915,0.1056385245901639,0.2166493442622951,0.0068177219672131,0.1589254098360655,0.628967213114754,127.5030819672131,200520.89344262297,F minor,latin,pop,
Cris Mj,1Yj5Xey7kTwvZla8sqdsdE,0.786451612903226,0.691258064516129,-5.563935483870968,0.0915354838709677,0.1778254838709677,0.0208141054838709,0.1486548387096774,0.5913225806451613,103.55116129032255,190382.29032258064,C# major,latin,,
L7NNON,0JjPiLQNgAFaEkwoy56B1C,0.7397719298245614,0.5463859649122806,-8.146649122807018,0.2647701754385965,0.3537280701754385,0.0013680042105263,0.1550017543859649,0.5188771929824562,117.32538596491229,188855.49122807017,C# minor,funk,,
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,0.5569893617021276,0.5193262411347518,-12.002056737588653,0.0522163120567375,0.3642104503546099,0.056576014503546,0.1950173758865248,0.6073365248226951,115.06693971631204,246952.5460992908,C# major,soul,,
Lil Peep,2kCcBybjl3SAtIcwdWpUe3,0.5952,0.6104777777777778,-7.040355555555556,0.0736455555555555,0.1153129322222222,0.0335444435555555,0.17825,0.2826555555555555,123.55366666666669,187059.72222222225,D major,hip hop,rap,
Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,0.7429342105263158,0.7004999999999999,-4.248171052631579,0.1140921052631578,0.2813225,0.0135843765789473,0.2109697368421052,0.4883052631578947,121.94136842105266,207114.63157894736,B minor,latin,pop,
Beyoncé,6vWDO969PvNqNYHIOW5v0m,0.5771012658227849,0.550704746835443,-8.82389240506329,0.1594341772151898,0.2838903670886075,0.0232763215822784,0.2489689873417721,0.4464430379746836,111.64979113924052,208158.69620253163,C# major,pop,,
Colter Wall,3xYXYzm9H3RzyQgBrYwIcx,0.5924791666666667,0.3404583333333333,-12.468791666666666,0.0663520833333333,0.7229166666666665,0.0905755716666666,0.1542416666666666,0.4867354166666667,116.38047916666665,200249.375,G major,country,,
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,0.4596941176470588,0.8243764705882352,-4.669517647058823,0.0484129411764705,0.0244730603529411,0.0014209258823529,0.2020282352941176,0.3906011764705882,134.44458823529413,203838.7411764706,D major,rock,,
KAYTRANADA,6qgnBH6iDM91ipVXv28OMu,0.7255777777777779,0.6608,-8.00308888888889,0.2271399999999999,0.0876352444444444,0.1835182635555555,0.1756,0.477031111111111,109.9447111111111,200393.64444444445,C# major,soul,,
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,0.3915859649122807,0.546219298245614,-10.548754385964912,0.0505473684210526,0.3608557754385965,0.4006726966666666,0.1660228070175438,0.3082701754385964,117.7277807017544,246853.92105263157,G major,rock,,
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,0.4935408602150537,0.6503688172043011,-7.638688172043012,0.0450118279569892,0.2114136451612903,0.0906115315053763,0.1719247311827957,0.3388225806451612,124.08789247311827,232121.8817204301,D major,rock,,
Alan Jackson,4mxWe1mtYIYfP040G38yvS,0.6129453781512605,0.4458235294117647,-11.165373949579834,0.0327920168067226,0.4059617647058823,0.0039401426890756,0.1768373949579832,0.4943953781512605,124.06145798319328,219576.38655462183,D major,country,,
Ray Charles,1eYhYunlNJlDoQhtYBvPsi,0.502172,0.320394,-12.750496,0.0612592,0.7564048,0.07349880188,0.1625288,0.5088564,110.565036,210096.192,G# major,jazz,soul,
Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,0.7421836734693877,0.6392993197278912,-6.055231292517006,0.216404081632653,0.144888093877551,0.0088831034013605,0.2117074829931972,0.4282938775510204,134.48593197278913,204814.0612244898,C# major,hip hop,rap,
blink-182,6FBDaR13swtiWwGhX1WQsP,0.4706470588235295,0.8782436974789917,-4.621084033613445,0.0879504201680672,0.0351665940336134,0.0247181624369747,0.2073924369747899,0.4725403361344538,135.91240336134456,176131.02521008404,C major,rock,,
Lil Wayne,55Aa2cqylxrFIXC767Z865,0.6865063938618925,0.7014237851662405,-5.93535294117647,0.2488611253196931,0.1241920480818414,0.0003217265217391,0.2310959079283887,0.5552437340153453,121.71492071611252,226104.73657289,C# major,hip hop,pop,rap
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,0.6221058823529412,0.6651541176470588,-7.03845882352941,0.0617576470588235,0.1413508235294117,0.0719295923529411,0.2233694117647059,0.491104705882353,123.78924705882356,231162.7882352941,D major,latin,,
James Blake,53KwLdlmrlCelAZMaLVZqU,0.4536955056179775,0.3115068539325843,-15.504258426966292,0.0675022471910112,0.7405752808988765,0.3284512032584269,0.1344685393258426,0.1867258426966292,112.3635393258427,235976.08988764044,C major,soul,,
Galantis,4sTQVOfp9vEMCemLw50sbu,0.5691282051282051,0.8032820512820513,-4.085025641025642,0.0602102564102564,0.0933335897435897,0.0178333935897435,0.2084025641025641,0.417128205128205,123.80161538461536,208495.79487179487,E major,edm,,
Coolio,3y24n3XhZ96wgwRXjvS17T,0.8216933333333334,0.6086533333333334,-8.741973333333334,0.2188133333333333,0.1155764,0.0009803412,0.2040799999999999,0.6245333333333333,103.24686666666666,238782.09333333332,C# major,funk,,
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.657515625,0.55301484375,-7.2170234375,0.0741109375,0.4524673046874999,0.0003965605468749,0.16466953125,0.506078125,113.501296875,212083.3984375,G major,pop,,
Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,0.7070597345132743,0.6996061946902654,-5.956723451327433,0.2009884955752212,0.1347977853982301,0.0051574877212389,0.2611393805309734,0.4941973451327434,121.73315044247788,213207.5132743363,C# major,hip hop,,
AC/DC,711MCceyCBcFnzjGY4Q7Un,0.4978823529411765,0.8176,-4.732094117647059,0.0575529411764705,0.0270577968235294,0.163270266117647,0.1869847058823529,0.5366082352941176,124.20229411764706,243167.27647058823,A major,rock,,
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,0.6068456375838925,0.625244966442953,-9.25373154362416,0.047344966442953,0.2932981543624161,0.0096505959731543,0.2628489932885906,0.6579510067114094,120.27655704697987,267750.41610738257,C major,rock,,
Eazy-E,7B4hKK0S9QYnaoqa9OuwgX,0.743125,0.71365,-7.427625000000001,0.2056549999999999,0.02837695,0.0092129817499999,0.280165,0.569325,112.32907500000002,240582.325,C# major,funk,,
Estelle,5T0MSzX9RC5NA6gAI6irSn,0.6145243902439025,0.7171585365853658,-6.051512195121951,0.1733268292682926,0.2017571329268292,0.0066999047560975,0.210790243902439,0.5854999999999999,109.62207317073174,209228.28048780488,B minor,soul,,
Drake,3TVXtAsR1Inumwj472S9r4,0.6520346153846154,0.5456838461538461,-8.301823076923078,0.2161176923076923,0.2299118576923077,0.0080929168846153,0.1969430769230769,0.3494123076923077,119.0209923076923,240026.79230769232,C# major,hip hop,pop,rap
John Legend,5y2Xq6xcjJb2jVM54GHK3t,0.5307405405405405,0.5958972972972973,-6.933394594594594,0.0860118918918918,0.3886453513513512,0.0396331357297297,0.2567091891891892,0.4899535135135135,111.50366486486486,226118.17297297297,C major,soul,,
Kygo,23fqKkggKUBHNkbKtXEls4,0.623875,0.6136785714285714,-7.360696428571429,0.0639696428571428,0.2903267857142856,0.0185393242857142,0.1499214285714285,0.3361392857142857,113.826625,218230.30357142855,C major,edm,,
Don Omar,33ScadVnbm2X8kkUqOkC6Z,0.7298781725888326,0.769248730964467,-5.903472081218274,0.1367802030456852,0.1821783401015228,0.0034413654822335,0.2069593908629441,0.6728274111675125,115.25782741116753,221191.461928934,G major,latin,,
Bootsy Collins,5K0rbdBrs2tNXe5LeWMATT,0.6356147540983605,0.6635934426229508,-10.240819672131147,0.1674762295081966,0.2314765983606557,0.0552205536885246,0.3351688524590164,0.5796475409836066,101.83963934426232,239246.54098360657,E minor,funk,soul,
Megan Moroney,5Ppie0uPnbnvGBYRwYmlt0,0.444125,0.5365,-6.6442499999999995,0.0415062499999999,0.22752375,3.8631249999999995e-06,0.1535125,0.3888749999999999,114.1111875,198367.8125,A major,country,,
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,0.4592926829268292,0.301590243902439,-14.274317073170732,0.0630268292682926,0.870390243902439,0.2128821409756097,0.1761853658536585,0.2458512195121951,116.00531707317072,217182.70731707316,A major,rock,,
The Pharcyde,7yk35uHNQclPXFGFoTU44w,0.7476164383561644,0.6646438356164384,-8.743999999999998,0.2900931506849315,0.2812039726027397,0.0359029809589041,0.2548369863013698,0.681027397260274,100.7172602739726,217206.2876712329,A# minor,jazz,,
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,0.5210322580645163,0.5972366568914956,-7.306856304985337,0.1074155425219941,0.3925287976539589,0.0311898591495601,0.3563076246334311,0.3535950146627566,111.35043108504398,212795.08211143696,B minor,soul,,
Nujabes,3Rq3YOF9YG9YfCWD4D56RZ,0.7015428571428569,0.6489428571428573,-9.035619047619049,0.0990361904761904,0.315797201047619,0.6037467354285715,0.16474,0.684097142857143,109.49370476190477,251653.78095238097,A# minor,jazz,,
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,0.542113043478261,0.54368,-11.175199999999998,0.0478921739130434,0.3923199130434783,0.1020111478260869,0.1671321739130435,0.5224834782608696,119.23022608695652,263040.62608695653,C major,rock,,
Kaskade,6TQj5BFPooTa08A7pk8AQ1,0.6733857868020307,0.687786802030457,-7.440624365482234,0.0748619289340101,0.1776418883248731,0.3005696728426396,0.1640812182741116,0.355497461928934,121.33851269035532,229514.2233502538,E minor,edm,,
Miles Davis,0kbYTNQb4Pb1rPbbaF0pT4,0.5154907407407407,0.3899299691358024,-14.05437037037037,0.1067108024691357,0.5628613311728394,0.2355428439814814,0.2088768518518518,0.4801848765432098,111.22397839506174,390854.72222222225,G# major,jazz,,
Young Thug,50co4Is1HCEo8bhOyUWKpn,0.7496032786885246,0.5666078688524591,-8.40103606557377,0.2350875409836065,0.1071738393442622,0.0010247249836065,0.1965416393442623,0.4589724590163934,128.77650163934425,207566.07213114755,C# major,hip hop,rap,
Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,0.5403846153846155,0.5327823529411765,-11.080669683257916,0.0508805429864253,0.4713725791855203,0.1763234751131221,0.2697429864253394,0.620824886877828,123.6991221719457,253685.92760180996,D major,rock,,
mgk,6TIYQ3jFPwQSRmorSezPxX,0.644504201680672,0.7099159663865545,-6.197781512605042,0.1351126050420168,0.0898269218487395,0.0083922894117647,0.2025268907563025,0.3679882352941176,125.14377310924368,193743.1092436975,C# major,hip hop,,
USHER,23zg3TcAtWQy7J6upgbUnj,0.6718150289017341,0.603965317919075,-7.029381502890174,0.0992450867052023,0.1532133236994219,0.000828146300578,0.1638971098265896,0.5366173410404624,117.9444624277457,230544.36994219653,C# major,hip hop,pop,rap
Sofi Tukker,586uxXMyD5ObPuzjtrzO1Q,0.6544999999999999,0.6903636363636362,-7.155227272727274,0.0606363636363636,0.1349377727272727,0.1653104809090909,0.2033909090909091,0.5220454545454547,114.91690909090909,180937.86363636365,A minor,edm,,
Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,0.617625,0.710046875,-6.97475,0.082465625,0.0899220312499999,0.11806314140625,0.170984375,0.3625140625,120.1743125,198359.5,F# minor,edm,,
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs,0.6514044585987261,0.6860987261146497,-7.158605095541402,0.1455359872611465,0.1210635452229299,0.0003473168152866,0.2310003184713375,0.4343633757961783,124.1238375796178,212034.14968152865,B minor,country,hip hop,rap
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,0.4477037037037036,0.7769429629629631,-6.228466666666667,0.0511162962962963,0.079447801037037,0.0840515264444444,0.1949807407407407,0.4048222222222222,134.18936296296295,257470.24444444448,D major,rock,,
Kurupt,6NyJIFHAePjHR1pFxwisqz,0.728095,0.69149,-6.8113649999999994,0.27409,0.14513542,0.0472630896999999,0.2303159999999999,0.5793585,104.87317499999996,241382.3,C# major,funk,,
deadmau5,2CIMQHirSU0MQqyYHq0eOx,0.6815058823529412,0.6431434705882353,-9.777017647058823,0.0917005882352941,0.1426515511764706,0.66542515,0.2015529411764706,0.2735905882352941,121.9043588235294,361165.8,C# major,edm,,
Khruangbin,2mVVjNmdjXZZDvhgQWiakk,0.5933012048192771,0.4765710843373494,-12.430831325301204,0.0673156626506024,0.2438467831325301,0.7137381360240963,0.2714590361445783,0.6116578313253013,103.69337349397593,262975.0963855422,B minor,soul,,
Norah Jones,2Kx7MNY7cI1ENniW7vT30N,0.5439444444444445,0.3128530303030302,-11.3050101010101,0.0374080808080808,0.7067479797979799,0.0953269838383838,0.1247045454545454,0.3625292929292929,114.60162626262628,219309.2626262626,C major,jazz,,
Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,0.6023192771084337,0.6070722891566265,-8.226921686746989,0.2438487951807228,0.1722168373493975,6.323337349397591e-05,0.1810933734939759,0.4204072289156626,118.18951204819274,219240.1265060241,C# major,hip hop,pop,rap
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,0.4843719008264463,0.6629256198347108,-4.849818181818182,0.0491867768595041,0.3211986859504132,1.844586776859505e-05,0.1391132231404959,0.3935809917355372,120.88734710743802,226007.81818181815,D major,country,,
NF,6fOMl44jA4Sp5b9PpYCkzz,0.6426385542168673,0.6951337349397592,-5.939879518072289,0.2020650602409638,0.3226851445783132,9.105168674698796e-05,0.1739349397590361,0.3229951807228916,120.02680722891564,237012.2891566265,C# major,hip hop,,
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,0.4795581395348838,0.4534494186046512,-7.986011627906977,0.0405476744186046,0.5196887965116279,0.0052732924999999,0.1759156976744186,0.4608552325581395,115.26242441860468,210165.80813953487,F major,jazz,,
Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.591530487804878,0.6064969512195122,-6.844179878048781,0.0522140243902439,0.2426708323170731,0.0030503297560975,0.1452280487804878,0.4109789634146341,123.72175609756096,243057.48780487804,G major,pop,,
BTS,3Nrfpe0tUJi4K4DXYWgMUX,0.6223977272727272,0.7618409090909091,-5.24072159090909,0.1715244318181818,0.1633671761363636,0.0208100561363636,0.2059335227272727,0.5404960227272727,120.3970909090909,215866.6875,C# major,pop,,
Al Green,3dkbV4qihUeMsqN4vBGg93,0.6920933333333333,0.4663866666666667,-10.47296,0.0498733333333333,0.3716756,0.0539058458666666,0.1451306666666666,0.6704266666666667,113.25366666666667,217773.37333333332,F major,funk,soul,
Syleena Johnson,1lE6SEy8f84Zhjvp7r8yTD,0.5536436781609195,0.5605517241379311,-7.733793103448276,0.1216057471264367,0.2762393103448275,0.0200471122988505,0.19893908045977,0.4976862068965518,110.9390574712644,222918.3448275862,C major,soul,,
Mora,0Q8NcsJwoCbZOHHW63su5S,0.7033050847457626,0.6263050847457626,-6.320610169491523,0.1237949152542373,0.4078474576271186,0.0048150337288135,0.1390186440677966,0.5446186440677966,123.6247966101695,188701.50847457623,B minor,latin,,
Bad Bunny,4q3ewBCX7sLwd24euuV69X,0.7474821428571429,0.6654910714285714,-5.861821428571429,0.1308348214285714,0.2387107142857142,0.0058943991071428,0.17100625,0.48704375,121.29076785714284,207868.57142857145,C# major,latin,,
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,0.4517749999999999,0.8473749999999999,-6.456275,0.145345,0.03508665,0.04002739475,0.2404325,0.47047,117.2379,253567.975,G major,funk,,
